Name,Genre,Date,Actors,Season,Episode,Rating,ProductionCompany,Directors,Writers,Runtime,IsFinished
 Unutma Beni,Drama,2008–2016,"'Osman Karakoç', 'Didem Özkavukçu', 'Hazal Türesan', 'Metehan Sahiner'",1,1702,2.4,NTC Medya,'Gülsen U. Erisdi',"'Hazel Sevim Unsal', 'Hazel Sevim Unsal'",61,1
 Al Yazmalim,"Drama, Romance",2011–2012,"'Seçkin Özdemir', 'Özge Özpirinçci', 'Baris Falay', 'Saygin Soysal'",1,37,4.8,NTC Medya,"'Ali Bilgin', 'Iraz Okumus'","'Chingiz Aitmatov', 'Mahinur Ergun'",90,1
 Kod Adi Kirlangic,"Action, Adventure",2023–,"'Ali Kayra Gürel', 'Elif Kurtuaran', 'Göktug Yildirim', 'Aysegul Kopartan'",1,7,3.0,Zera Medya,'Emir Khalilzadeh',"'Zeynep Alasya', 'Caner Özkan'",120,0
 Isimsizler,"Action, Drama, War",2017,"'Ugur Günes', 'Bülent Alkis', 'Cagkan Culha', 'Musab Ekici'",2,27,6.1,"'Barakuda Film Production', 'Es Film'","'Volkan Kocatürk', 'Levent Turkan'","'Serkan Birlik', 'Ali Dogancay'",130,1
 En Iyi Arkadasim,"Comedy, Fantasy",2003–2007,"'Hamdi Alkan', 'Yilsu Sarper', 'Yilmaz Tüzün', 'Firat Yalçin'",3,24,5.3,Show TV,'Hamdi Alkan',"'Resul Ertas', 'Resul Ertas'",61,1
 Akrep,Drama,2020–2021,"'Demet Akbag', 'Evrim Alasya', 'Yusuf Çim', 'Bestemsu Özdemir'",1,26,4.9,1441 Productions,'Gökçen Usta',"'Erkan Birgören', 'Faruk Emre Özünlü'",120,1
 Kusursuz Kiraci,"Comedy, Drama, Mystery",2022,"'Dilan Çiçek Deniz', 'Serkay Tütüncü', 'Melisa Döngel', 'Özlem Tokaslan'",1,6,6.6,MF Yapim,'Yusuf Pirhasan','Nermin Yildirim',105,1
 Teskilat-i Mahsusa Trablus,History,2023–,"'Anthony Oyemah', 'Ali Ersan Duru', 'Kenan Çoban', 'Öykü Celik'",1,6,7.3,MF Yapim,"'Safak Bal', 'Oguz Ozturk'","'Ozan Bodur', 'Enes Sengönül'",61,0
 The Rose and the Thorn,"Drama, History, Thriller",2004–2005,"'Özge Özberk', 'Selda Alkor', 'Mehmet Ali Nuroglu', 'Melisa Sözen'",1,40,8.6,MF Yapim,'Çagan Irmak',"'Çagan Irmak', 'Fikret Bekler'",60,1
 Gecenin Ucunda,"Drama, Romance",2022–2023,"'Neslihan Atagül', 'Kadir Dogulu', 'Zuhal Olcay', 'Sarp Levendoglu'",1,26,4.4,"'Alim Yapim', 'TMC Film'",'Baris Ercetin',"'Seda Çakir Avunduk', 'Basar Basaran'",150,1
 Emanet,Drama,2014,"'Mehmet Akif Alakurt', 'Özlem Yilmaz', 'Engin Senkan', 'Semra Dinçer'",1,13,5.8,Gold Film,"'Nisan Akman', 'Nihat Durak'","'Sergin Akyaz', 'Sinan Tuzcu'",90,1
 Hakim,Drama,2022,"'Erdal Besikçioglu', 'Ebru Özkan', 'Yurdaer Okur', 'Ugur Yücel'",1,10,6.3,Limon Film,"'Ali Dogancay', 'Süleyman Mert Özdemir'","'Yagmur Kalkanci', 'Çagla Kizilelma'",120,1
 Küçük Aga,"Comedy, Drama, Romance",2014–2015,"'Birce Akalay', 'Sarp Levendoglu', 'Emir Berke Zincidi', 'Zeki Alasya'",2,52,4.0,Erler Film,"'Aysun Akyüz', 'Erol Özlevi'","'Omer Genc', 'Sinan Yurdakul'",105,1
 Güzel Köylü,"Comedy, Family",2014–2015,"'Gizem Karaca', 'Berk Cankat', 'Esin Civangil', 'Erkan Sever'",2,53,5.8,Gold Film,"'Düzgün Uray', 'Mustafa Sevki Dogan'","'Baykut Badem', 'Filiz Ekinci'",120,1
 Tetikçinin Oglu,Action,2023,"'Timuçin Esen', 'Sevket Çoruh', 'Genco Ozak', 'Serhat Mustafa Kiliç'",1,7,5.7,"'O3 Medya', 'Same Film'","'Yagiz Alp Akaydin', 'Emre Aybek'","'Kansu Gül', 'Gökhan Horzum'",61,1
 Sokagin Çocuklari,"Action, Crime, Drama",2020–,"'Onur Akbay', 'Mehmet Elmas', 'Burak Sahin', 'Burak Akyüz'",6,46,6.4,Cameo Yapim,"'Kadri Beran Taskin', 'Evrim Yöney'","'Felat Atan', 'Ibrahim Hacihaliloglu'",40,0
 Sipahi,Action,2022–2023,"'Kaan Yildirim', 'Özge Gürel', 'Kerem Alisik', 'Sinan Tuzcu'",1,8,6.6,CNP Film,"'Hakan Inan', 'Dogan Ümit Karaca'","'Ali Dogancay', 'Ali Dogancay'",61,1
 Affairs of the Heart,"Drama, Romance",2014–2015,"'Bennu Yildirimlar', 'Sinem Kobal', 'Selma Ergeç', 'Timuçin Esen'",1,28,6.1,TMC Film,"'Turkan Derya', 'Ulas Cihan Simsek'","'Necati Sahin', 'Meryem Gültabak'",120,1
 Dip,"Action, Adventure, Drama",2018,"'Ilker Kaleli', 'Neslihan Atagül', 'Berrak Tüzünataç', 'Bülent Emin Yarar'",1,8,7.0,TMC Film,"'Çagatay Tosun', 'Uygar Kutlu'","'Basar Basaran', 'Emre Özdür'",60,1
 Gülümse Yeter,"Comedy, Romance",2016–2018,"'Erdal Özyagcilar', 'Asli Bekiroglu', 'Yilmaz Kunt', 'Seray Kaya'",1,24,6.4,MF Yapim,'Serdar Gözelekli','Banu Kiremitçi Bozkurt',110,1
 Bonkis,"Comedy, Drama",2021–2022,"'Vildan Atasever', 'Öykü Naz Altay', 'Deniz Tezuysal', 'Sergen Deveci'",2,15,6.7,MF Yapim,"'Michael Onder', 'Emre Erdogdu'",'Deniz Tezuysal',15,1
 Metot,"Drama, Mystery",2021,"'Serkan Keskin', 'Sebnem Hassanisoughi', 'Mustafa Kirantepe', 'Sarp Aydinoglu'",1,4,8.1,"'Gain', 'PToT Films'",'Serkan Keskin',"'Jordi Galceran', 'Ali Onur S.'",30,1
 Nöbet,"Action, Drama, War",2019,"'Yurdaer Okur', 'Saygin Soysal', 'Ipek Karapinar', 'Deniz Bolisik'",1,8,6.2,Pana Film,"'Gökhan Erkut', 'Necati Sasmaz'","'Adem Biyik', 'Alper Erze'",120,1
 Bir Bulut Olsam,"Drama, Romance",2009–2010,"'Aslihan Gürbüz', 'Engin Akyürek', 'Melisa Sözen', 'Berfu Öngören'",1,29,6.3,TIMS Productions,'Ulas Inan Inaç','Meral Okay',90,1
 Dudaktan Kalbe,Drama,2007–2009,"'Asli Tandogan', 'Burak Hakki', 'Özge Özder', 'Yigit Özsener'",2,75,5.3,Ay Yapim,'Andaç Haznedaroglu',"'Melek Gençoglu', 'Resat Nuri Güntekin'",80,1
 The Hunter,Action,2023,"'Ugur Günes', 'Gulsim Ali', 'Ridvan Aybars Duzey', 'Emre Dinler'",1,19,6.3,Bozdag Film,"'Günay Günaydin', 'Can Emre'","'Mehmet Ari', 'Mehmet Bozdag'",61,1
 Dinle Sevgili,Drama,2011–2012,"'Ayça Aysin Turan', 'Cem Kiliç', 'Ecem Karavus', 'Baris Arduç'",2,249,3.0,Base Productions,"'Özgür Pak', 'Fulya Yavuzoglu'","'Sergin Akyaz', 'Sergin Akyaz'",50,1
 The Cheat,"Action, Drama, Sci-Fi",2017–2020,"'Taha Ulukaya', 'Neslihan Ulusoy', 'Andac Semerci', 'Taner Sahin'",3,24,8.3,"'FF Yapim', 'ILS Vision'","'Taha Ulukaya', 'Elif Naz Yilmazcan'",'Taha Ulukaya',20,1
 Bugünün Saraylisi,"Drama, Romance",2013–2014,"'Baris Arduç', 'Cansu Tosun', 'Begüm Akkaya', 'Serhat Teoman'",2,37,6.0,Avsar Film,"'Bahadir Ince', 'Kudret Sabanci'","'Erkan Birgören', 'Refik Halid Karay'",120,1
 Beni Affet,Drama,2011–2018,"'Nusret Senay', 'Ceren Yalazoglu', 'Ilkay Kayku Atalay', 'Zeynep Aytek'",8,1456,1.7,"'Focus Film Production', 'Focus Films'","'Gürsel Ates', 'Berguzar Demiroglu'","'Merve Atesoglu', 'Vural Balikci'",45,1
 Hatirla Gönül,Drama,2015,"'Onur Saylak', 'Gökçe Bahadir', 'Engin Öztürk', 'Lila Gürmen'",1,13,7.1,Most Production,"'Neslihan Yesilyurt', 'Gül Oguz'","'Deniz Yesilgun', 'Esra Çetek Yilmazer'",120,1
 Altindagli,Drama,2013,"'Safak Sezer', 'Hande Ataizi', 'Basak Sayan', 'Aydemir Akbas'",1,10,1.6,Süreç Film,'Burak Kuka',"'David Chase', 'Bahar Feyzan'",90,1
 Love of My Life,"Comedy, Romance",2016,"'Hande Dogandemir', 'Serkan Çayoglu', 'Berk Hakman', 'Zafer Algöz'",1,17,4.7,Lucky Red Film & TV,'Ketche',"'Shebnem Askin', 'Ekin Atalar'",120,1
 Adi Sevgi,Drama,2022,"'Yunus Emre Yildirimer', 'Gizem Günes', 'Nihan Büyükagaç', 'Fatih Al'",1,11,2.6,Koliba Film,"'Sadullah Celen', 'Dursun Gültekin'","'Filiz Alpgezmen', 'Murat Can Tura'",120,1
 That's My Life,"Crime, Drama",2014–2017,"'Ezgi Asaroglu', 'Keremcem', 'Ceren Moray', 'Görkem Gönülsen'",4,131,5.0,Koliba Film,"'Hamdi Alkan', 'Reyhan Pekar'","'Ali Ercivan', 'Ali Ercivan'",140,1
 Barbaros Hayreddin: Sultan Fermani,Action,2022–2023,"'Tolgahan Sayisman', 'Timur Acar', 'Ufuk Özkan', 'Melisa Döngel'",1,20,6.0,TRT 1,"'Umut Sariboga', 'Berat Özdogan'",'Zülküf Yücel',140,1
 Dila Hanim,"Drama, Romance",2012–2014,"'Erkan Petekkaya', 'Hatice Sendil', 'Hülya Darcan', 'Necip Memili'",2,62,4.2,Gold Film,"'Nihat Durak', 'Aydin Bulut'","'Necati Cumali', 'Onur Ugras'",100,1
 Aci Ask,Drama,2015–2016,"'Alperen Duymaz', 'Seçkin Özdemir', 'Sezgi Sena Akay', 'Selin Sekerci'",1,13,4.8,TMC Film,'Çagatay Tosun',"'Mahir Erol', 'Sema Ali Erol'",120,1
 Face to Face,"Action, Drama",2017,"'Birkan Sokullu', 'Sinem Kobal', 'Ruzgar Aksoy', 'Özgür Emre Yildirim'",1,2,5.8,Tims & B Productions,'Osman Tasci',"'Sedef Bayburtluoglu', 'Hakan Bonomo'",120,1
 Wings of Love,"Drama, Romance",2016–2017,"'Kadir Dogulu', 'Seda Bakan', 'Mustafa Üstündag', 'Dolunay Soysert'",1,22,5.8,Ay Yapim,'Mesude Erarslan','Deniz Akcay Katiksiz',61,1
 Rüzgarin Kalbi,"Drama, Romance",2016,"'Burak Serdar Sanal', 'Deniz Baysal', 'Cezmi Baskin', 'Ahmet Saraçoglu'",1,9,5.3,Filmevi Yapim,'Filiz Gülmez Pakman','Özge Efendioglu',120,1
 Kollama,"Action, Crime, Drama",2008–2011,"'Mehmet Özgür', 'Gökçe Akyildiz', 'Orhan Biyikli', 'Osman Kot'",4,133,5.7,Samanyolu TV (STV),"'Taner Tunç', 'Cemile Karadas'",'Ertan Kurtulan',90,1
 Groundbeef,"Action, Crime, Drama",2022–2023,"'Irfan Balli', 'Salih Inci', 'Cengiz Yurdutek', 'Ömer Varol'",3,21,5.5,Sifir Bir Yapim,'Kadri Beran Taskin',"'Kadri Beran Taskin', 'Kadri Beran Taskin'",35,1
 Içimizdeki Ates,Drama,2022,"'Ipek Filiz Yazici', 'Atakan Hosgören', 'Gizem Arikan', 'Demirhan Demircioglu'",1,5,6.4,Fabrika Yapim,'Murat Onbul',"'Birol Elginöz', 'Nur Özlem Elginöz'",61,1
 Merhamet,"Drama, Romance",2013–2014,"'Özgü Namal', 'Ibrahim Celikkol', 'Burçin Terzioglu', 'Mustafa Üstündag'",2,44,7.5,Most Production,'Çagatay Tosun',"'Hande Altayli', 'Melih Cam'",90,1
 Vahsi Seyler,"Comedy, Romance",2021–,"'Nurgül Yesilçay', 'Selim Bayraktar', 'Hazal Türesan', 'Ertugrul Aytaç Usun'",1,8,4.8,"'DEPOfilm', 'I-Content'",'Erkan Tunç','Alper Alpözgen',15,0
 Annenin Sirridir Çocuk,Drama,2022,"'Irem Helvacioglu', 'Engin Öztürk', 'Selin Yeninci', 'Olgun Toker'",1,11,4.3,NTC Medya,'Muge Ugurlar',"'Okan Basar Bahar', 'Okan Basar Bahar'",120,1
 Sihirli Annem,"Adventure, Comedy, Drama",2003–2012,"'Merve Ates', 'Damla Ersubasi', 'Nevra Serezli', 'Jess Molho'",7,240,3.9,Kanal D,"'Tülay Kocatürk', 'Ersoy Güler'",'Gamze Özer',60,1
 I'll Tell You a Secret,"Drama, Fantasy, Mystery",2013,"'Murat Han', 'Esra Ronabar', 'Ekin Koç', 'Demet Özdemir'",1,22,6.6,Scor Films,"'Halenur Uzunoglu', 'Cevriye Demir'","'Ebru Hacioglu', 'Hilal Yildiz'",90,1
 Vuslat,"Action, Drama, Romance",2019–2020,"'Kadir Dogulu', 'Devrim Özkan', 'Mehmet Özgür', 'Ümit Kantarcilar'",2,44,6.7,A-23 Medya,"'Baris Yös', 'Murat Onbul'","'Betul Yagsagan', 'Betul Yagsagan'",120,1
 Balkan Ninnisi,"Drama, Family, Romance",2022–2023,"'Erdal Özyagcilar', 'Emre Bey', 'Merih Öztürk', 'Suzana Akbelge'",1,25,5.5,A-23 Medya,"'Serdar Akar', 'Evrim Yöney'","'Abdulhamit Isik', 'Nurullah Sevimli'",61,1
 Hanimin Çiftligi,Drama,2009–2011,"'Özgü Namal', 'Caner Cindoruk', 'Mehmet Çevik', 'Ali Düsenkalkar'",2,70,5.3,Gold Film,'Faruk Teber',"'Orhan Kemal', 'Nuran Evren Sit'",90,1
 Masumiyet,"Drama, Mystery, Romance",2021,"'Deniz Çakir', 'Mehmet Aslantug', 'Hülya Avsar', 'Ilayda Alisan'",1,13,6.0,Gold Film,"'Ömür Atay', 'Aytac Cicek'",'Sirma Yanik',120,1
 Üvey Anne,Drama,2023,"'Hazal Filiz Küçükköse', 'Kutsi', 'Asli Tandogan', 'Ezgi Senler'",1,8,4.7,Gold Film,"'Guzide Balci', 'Yasemin Türkmenli'","'Yasemin Kirbas', 'Yasemin Kirbas'",61,1
 Bir Annenin Günahi,Drama,2020,"'Özge Özberk', 'Musa Uzunlar', 'Mert Yazicioglu', 'Simay Barlas'",1,5,6.3,"'Limon Film', 'Skala Yapim'",'Filiz Gülmez Pakman',"'Yesim Aslan', 'Özlem Atasoy'",61,1
 Alacakaranlik,Adventure,2003–2005,"'Ugur Yücel', 'Kenan Imirzalioglu', 'Settar Tanriögen', 'Nevin Efe'",2,37,7.6,Paranoya Film,"'Alican Yücel', 'Durul Taylan'","'Gökhan Horzum', 'Güliz Kucur'",60,1
 Serhat,Action,2023–,"'Tamer Karadagli', 'Nefise Karatay', 'Demir Karahan', 'Haluk Özenç'",1,10,6.5,ATK Medya,'Bora Tekay','Haluk Özenç',50,0
 Hayat Bazen Tatlidir,"Comedy, Romance",2016–2017,"'Birce Akalay', 'Kanbolat Görkem Arslan', 'Ufuk Özkan', 'Simay Barlas'",1,26,4.7,Süreç Film,'Hamdi Alkan',"'Sinan Biçici', 'Gani Müjde'",61,1
 Kadere Karsi,Drama,2022,"'Emine Ün', 'Nur Erkul', 'Hakan Eratik', 'Gökçem Çoban'",1,39,7.6,"'Acun Medya', 'Akn Film Production'","'G. Mete Sener', 'Canan Çelik'","'Ümmü Burhan', 'Tunahan Civelek'",61,1
 Kaçin Kurasi,"Comedy, Romance",2016,"'Selin Sekerci', 'Merve Oflaz', 'Serhat Teoman', 'Duygu Sarisin'",1,4,3.5,NTC Medya,'Inci Balabanoglu Ahiska','Engin Elgün',100,1
 Fedakar,Drama,2023,"'Berkay Veli', 'Mihriban Er', 'Kahraman Sivri', 'Aybüke Yilmaz'",1,50,7.3,Süreç Film,"'Özgür Pak', 'Taner Tunç'","'Inci Balabanoglu Ahiska', 'Ozer Cetinel'",61,1
 Kizil Goncalar,none,2023–,"'Özgü Namal', 'Özcan Deniz', 'Mert Yazicioglu', 'Erkan Avci'",1,1,7.5,Gold Film,'Ömür Atay','Necati Sahin',61,0
 Racon,Drama,2015,"'Mehmet Aslantug', 'Hande Dogandemir', 'Seçkin Özdemir', 'Sezin Akbasogullari'",1,4,5.6,TMC Film,'Mehmet Ada Öztekin',"'Pinar Bulut', 'Kerem Deren'",90,1
 Bir Zamanlar Kibris,"Action, History",2021–2022,"'Ahmet Kural', 'Pelin Karahan', 'Serkan Çayoglu', 'Gülper Özdemir'",2,24,7.3,TMC Film,"'Baris Ercetin', 'Osman Tasci'","'Basar Basaran', 'Emre Özdür'",150,1
 What Happens to My Family,"Comedy, Drama, Family",2015–2017,"'Settar Tanriögen', 'Uraz Kaygilaroglu', 'Berna Koraltürk', 'Melis Tüzüngüç'",2,66,7.5,MF Yapim,"'Yusuf Pirhasan', 'Cagri Bayrak'","'Tayfun Güneyer', 'Tayfun Güneyer'",120,1
 Miracle of Love,Drama,2023,"'Birkan Sokullu', 'Ebru Sahin', 'Zerrin Tekindor', 'Necip Memili'",1,13,6.3,OGM Pictures,"'Hilal Saral', 'Sebnem Uslu'","'Gülseren Budayicioglu', 'Onur Güvenatam'",61,1
 Tutsak,Drama,2017,"'Pamir Pekin', 'Gülper Özdemir', 'Caner Sahin', 'Ayda Aksel'",1,9,3.7,"'1441 Productions', '1441 Yapim'",'Serhan Sahin','Gurkan Tanyas',120,1
 Hükümsüz,"Drama, Mystery, Thriller",2021,"'Burçin Terzioglu', 'Hande Dogandemir', 'Alican Yücesoy', 'Ismail Hacioglu'",1,10,7.0,Dijital Sanatlar Production,'Ömer Faruk Sorak',"'Mert Dikmen', 'Fulya Özcan'",40,1
 46 Yok Olan,"Action, Crime, Drama",2016,"'Erdal Besikçioglu', 'Yasemin Kay Allen', 'Melis Birkan', 'Saygin Soysal'",1,13,8.1,Nunova Film,'Serdar Akar',"'Ercan Mehmet Erdem', 'Birol Tezcan'",60,1
 Escape,"Action, Crime, Drama",2013–2015,"'Burak Deniz', 'Gürkan Uygun', 'Berk Hakman', 'Begüm Birgören'",2,52,6.5,Süreç Film,"'Azime Kanal', 'Volkan Kocatürk'","'Hürer Ebeoglu', 'Zülküf Yücel'",100,1
 Cennet Mahallesi,"Adventure, Comedy, Family",2004–2007,"'Melek Baykal', 'Ayten Erman', 'Alisan', 'Çagla Sikel'",1,119,4.5,Erler Film,"'Yasar Seriner', 'Serdar Akar'","'Resul Ertas', 'Resul Ertas'",60,1
 Kayip Sehir,Drama,2012–2013,"'Gökçe Bahadir', 'Nik Xhelilaj', 'Ilker Kaleli', 'Nazan Kesal'",1,25,7.4,D Productions,'Cevdet Mercan',"'Hakan Biçakçi', 'Leyla Olca'",90,1
 Ikimizin Sirri,Drama,2021,"'Leyla Feray', 'Aras Aydin', 'Dolunay Soysert', 'Tülay Günal'",1,11,6.5,US Yapim,'Cem Akyoldas',"'Anil Can Beydilli', 'Ezgi Gören'",61,1
 Black Heart,"Drama, Romance",2016,"'Baris Kilic', 'Serhat Tutumluer', 'Tuvana Türkay', 'Gülçin Santircioglu'",1,5,6.3,US Yapim,'Emre Kabakusak',"'Altug Küçük', 'Altug Küçük'",61,1
 Bartu Ben,"Comedy, Drama",2018,"'Bartu Küçükçaglayan', 'Nazli Bulum', 'Wolf Yener Ozer', 'Cem Zeynel Kiliç'",1,10,7.5,"'BKM', 'Besiktas Kültür Merkezi (BKM)', 'Karacelik Film Yapim'",'Tolga Karaçelik','Bartu Küçükçaglayan',40,1
 Teskilat,Crime,2017–2018,"'Ayla Çetinkaya', 'Pepe', 'Özcan Özdemir', 'Jeremain Lens'",1,39,6.0,Atlantic Medya Marketing,'Armagan Inal','Ercan Çalik',26,1
 Evlat Kokusu,Drama,2017,"'Baris Kilic', 'Dilan Telkok', 'Sedef Avci', 'Yesim Salkim'",1,9,4.8,Endemol Shine Turkey,'Erol Özlevi','Sema Ali Erol',140,1
 Bir Ask Hikayesi,"Drama, Romance",2013–2014,"'Seçkin Özdemir', 'Damla Sönmez', 'Yamaç Telli', 'Elçin Sangu'",1,36,6.7,MF Yapim,"'Baris Ercetin', 'Baris Yös'",'Cemal San',100,1
 Tatar Ramazan: Ben Bu Oyunu Bozarim,Drama,2013–2014,"'Bülent Inal', 'Burak Yamantürk', 'Umut Karadag', 'Sebnem Hassanisoughi'",2,26,6.0,TMC Film,"'Cevdet Mercan', 'Ulas Cihan Simsek'","'Ali Ercivan', 'Sema Ali Erol'",61,1
 Asaf,Drama,2024–,"'Cihangir Ceyhan', 'Burçin Terzioglu', 'Uygar Özçelik', 'Saadet Aksoy'",1,1,5.7,"'Idea Film', 'Idea Film Creatives'",'Ozgur Onurme',"'Ozgur Onurme', 'Ahmet Vatan'",61,0
 Derin Sular,Drama,2011,"'Alican Albayrak', 'Deniz Baysal', 'Tayfun Eraslan', 'Ceyhan Gölcek'",1,116,3.4,Düs Gezginleri,"'Gürsel Ates', 'Taner Gündöner'",'Filiz Alpgezmen',45,1
 The Chance of My Life,Drama,2022–2023,"'Alican Yücesoy', 'Sifanur Gül', 'Erkan Avci', 'Ilker Kizmaz'",1,9,6.3,NTC Medya,"'Cemal San', 'Ufuk Hakan Eren'","'Rana Mamatlioglu', 'Bekir Baran Sitki'",61,1
 Iliski Durumu: Karisik,"Comedy, Romance",2015–2016,"'Berk Oktay', 'Seren Sirince', 'Nurseli Idiz', 'Gülden Avsaroglu'",2,44,5.9,MF Yapim,"'Bülent Isbilen', 'Fehmi Öztürk'","'Banu Kiremitçi Bozkurt', 'Volkan Yazici'",120,1
 Eve Dönüs,"Crime, Drama, Thriller",2015–2016,"'Dilsad Çelebi', 'Cansel Elcin', 'Tardu Flordun', 'Murat Atik'",1,22,5.4,ATV,"'Hakan Inan', 'Kartal Çidamli'",'Ihsan Semih Yildizerler',120,1
 One Hope Enough,Drama,2018,"'Tolgahan Sayisman', 'Esra Bilgiç', 'Hazal Subasi', 'Serhat Tutumluer'",1,6,4.8,MF Yapim,"'Yusuf Pirhasan', 'Aytac Cicek'","'Melis Civelek', 'Umut Açikalin'",120,1
 Nothing,"Crime, Drama, Thriller",2021,"'Caner Topcu', 'Taylan Meydan', 'Ecem Gümüssu', 'Atakan Özkaya'",1,8,3.2,Sifir Bir Yapim,'Hamdi Can Teker','Onur Dur',30,1
 Günahkar,Drama,2014,"'Seçkin Özdemir', 'Gülcan Arslan', 'Hazal Filiz Küçükköse', 'Korel Cezayirli'",1,7,6.4,MF Yapim,"'Baris Yös', 'Berat Özdogan'","'Gülsev Karagöz', 'Makbule Kosif'",100,1
 Karadaglar,Drama,2010–2011,"'Erdal Özyagcilar', 'Hatice Sendil', 'Ibrahim Celikkol', 'Korel Cezayirli'",1,41,5.4,Medyapim,"'Volkan Kocatürk', 'Hakan Inan'","'Sebnem Aksoy', 'Feza Dogru'",90,1
 Belali Baldiz,"Comedy, Drama, Family",2005–2006,"'Nurgül Yesilçay', 'Berna Laçin', 'Kenan Isik', 'Cemre Özer'",1,34,5.2,Medyapim,'Fatih Aksoy','Haluk Özenç',60,1
 Acayip Hikayeler,"Action, Adventure, Drama",2012,"'Hayko Cepkin', 'Levent Güner', 'Zeynep Tuncay', 'Bülent Polat'",1,11,7.5,Acayip Medya,"'Veli Çelik', 'Mustafa Altioklar'","'Omer Genc', 'Galip Tekin'",40,1
 Ver Elini Ask,"Comedy, Romance",2017,"'Ali Il', 'Sevda Erginci', 'Köksal Engür', 'Gülsün Sare Fil'",1,11,4.5,Salacak Yapim,"'Emre Kavuk', 'Ufuk Hakan Eren'","'Nehir Erdem', 'Ayse Ferda Eryilmaz'",120,1
 Kanatsiz Kuslar,Drama,2017–2018,"'Melis Tüzüngüç', 'Ümit Kantarcilar', 'Ahmet Varli', 'Deniz Bolisik'",1,46,5.5,Koliba Film,"'Adnan Güler', 'Serkan Ipekören'","'Pervin Bozan', 'Pervin Bozan'",120,1
 Kaderimin Yazildigi Gün,"Drama, Romance",2014–2015,"'Özcan Deniz', 'Hatice Sendil', 'Begüm Kütük', 'Metin Çekmez'",2,50,5.0,O3 Medya,"'Hakan Inan', 'Ulas Inan Inaç'","'Kerim Ceylan', 'Kerim Ceylan'",110,1
 Tainted Love,"Drama, Romance",2019,"'Burak Sevinç', 'Melis Sezen', 'Selen Uçer', 'Tolga Güleç'",1,9,5.5,Tims & B Productions,"'Tuna Aktas', 'Metin Balekoglu'","'Yildiz Tunç', 'Sedef Bayburtluoglu'",120,1
 10 Thousand Steps,"Comedy, Drama",2020–,"'Engin Günaydin', 'Devin Özgür Çinar', 'Bugu Selen Somer', 'Efe Tuncer'",2,20,7.8,Zamkinos,'Duygu Güzelmeric',"'Engin Günaydin', 'Devin Özgür Çinar'",11,0
 Ex Askim,"Comedy, Romance",2021,"'Onur Sirin', 'Yigit Kirazci', 'Sahra Sas', 'Devrim Özkan'",1,24,5.9,"'90 Film Production', 'Gain'","'Yunus Ozan Korkut', 'Basaran Simsek'",'Ebru Erdemoglu',5,1
 Aci Hayat,"Action, Drama, Romance",2005–2007,"'Kenan Imirzalioglu', 'Selin Demiratar', 'Oguz Galeli', 'Ebru Kocaaga'",2,59,6.3,Sinegraf,"'Abdülkadir Ceylan Ede', 'Osman Sinav'","'Aybars Bora Kahyaoglu', 'Soner Pehlevan'",90,1
 Deniz Yildizi,Drama,2009–2015,"'Cantug Turay', 'Begüm Topçu', 'Serhat Nalbantoglu', 'Basak Akbay'",7,1291,2.5,Sinegraf,"'Gülsen U. Erisdi', 'Altan Yucel'","'Eylem Akin', 'Filiz Alpgezmen'",60,1
 Yesil Deniz,"Comedy, Drama",2014–2016,"'Mert Turak', 'Ali Barkin', 'Elvan Disli', 'Ceyhun Tutal'",1,11,8.0,Sinegraf,"'Yahya Samanci', 'Firat Altun'","'Serkan Birlik', 'Serkan Birlik'",110,1
 Dikkat Bebek Var,"Comedy, Drama, Romance",2000–2002,"'Kaan Girgin', 'Ceyda Düvenci', 'Murat Altinok', 'Hakan Altuntas'",1,20,5.7,Turkish Radio & Television (TRT),'Haluk Bener',"'Özgür Evren Heptürk', 'Necmi Yapici'",45,1
 Ask ve Umut,Drama,2022–,"'Asli Atil', 'Bugra Kiliçarslan', 'Gamze Igdiroglu', 'Furkan Okumus'",1,10,7.3,"'Content House', 'Focus Film Production'",'Gürsel Ates','Nilgun Sagyasar',60,0
 Kehribar,"Action, Drama",2016,"'Ayca Varlier', 'Necip Memili', 'Özge Özder', 'Aslihan Güner'",1,15,6.6,Süreç Film,'Yildiz Hülya Bilban',"'Ali Aydin', 'Sinan Tuzcu'",120,1
 Nefes Nefese,"Action, Adventure, Crime",2018,"'Sükrü Özyildiz', 'Melisa Senolsun', 'Ugur Yücel', 'Ezgi Senler'",1,10,6.4,TMC Film,"'Aydin Bulut', 'Ugur Yücel'","'Selin Tunç', 'Mahir Ünsal Eris'",120,1
 Sisters,Drama,2019,"'Mehmet Aslantug', 'Ayça Bingöl', 'Nur Fettahoglu', 'Afra Saraçoglu'",2,21,5.4,Gold Film,"'Faruk Teber', 'Çagatay Tosun'",'Sirma Yanik',120,1
 Can Kiriklari,"Action, Drama",2018,"'Hande Dogandemir', 'Funda Eryigit', 'Seçkin Özdemir', 'Alican Yücesoy'",1,4,6.6,NTC Medya,'Serkan Birinci',"'Gül Gürsoy', 'Gülsev Karagöz'",120,1
 Mendirman Jaloliddin,"Action, Drama, History",2021–,"'Emre Kivilcim', 'Javohir Zakirov', 'Takhir Saidov', 'Kaan Yalçin'",1,7,6.7,Bozdag Film,"'Nurgissa Almurat', 'Metin Günay'",'Mehmet Bozdag',80,0
